fitness,dnsh3rpm,consideredstr8,upsh6rpm,dnsh2rpm,str8thresh,safeatanyspeed,offroad,fullstmaxsx,wwlim,upsh4rpm,dnsh1rpm,sxappropriatest1,oksyp,slipdec,spincutslp,ignoreinfleA,s2sen,dnsh4rpm,seriousABS,dnsh5rpm,obviousbase,stst,upsh3rpm,clutch_release,stC,pointingahead,spincutclip,clutchslip,obvious,backontracksx,upsh2rpm,senslim,clutchspin,fullstis,brake,carmin,sycon2,s2cen,sycon1,upsh5rpm,carmaxvisib,sxappropriatest2,skidsev1,wheeldia,brakingpacefast,sensang,spincutint,st,brakingpaceslow,sortofontrack,steer2edge,backward
99.7438492871243,8193.924789223447,0.017807047923021888,13763.769980292456,4421.649008733542,0.08920894235138084,0.0003335278641074801,1.2827668189624797,19.490928735406534,3.3548676151186614,6763.264829178799,5804.045863992429,18.78521532793194,0.052958840759333534,0.018817342360922834,0.03262042449845147,13.617002320981808,5.636574230070866,3927.3312039445946,50.977889055021016,7759.317739493903,207.37020410063926,257.363303759577,4024.7021930336396,0.08591243362716808,441.22474813415954,1.9850382726795062,0.03874304021820656,43.398272571792184,1.3304623327051084,52.934755338650774,7396.336227670864,0.007751512460884978,74.24169729945613,0.3183482830690465,0.00019316944033135382,12.54946298872324,1.0283557556740994,0.3653093143362667,0.4821933133288109,6147.001967788021,3.140759911874653,0.7189606497311397,0.4935407393593446,0.37373379857688066,2.2201129401161435,-0.6990833700232455,1.9328306065420904,184.69936909250947,3.203016134095855,2.6481169494190824,1.3007827319575325,0.4522356913297336
99.57730146470831,8193.924789223447,0.01343925771016981,15069.330557396266,4421.649008733542,0.11416314821220706,0.0003340661700164346,1.3551558356475901,14.687987591199489,3.967117623646624,6501.03761853923,5352.342893334332,25.466800189264475,0.03864125194161338,0.02043528789266149,0.02938230487373385,10.520358916919804,5.593091181412454,4901.686869680075,62.805419642412076,5612.603317035105,158.52534607514264,334.56598144806514,4309.570045414108,0.037360980499750375,428.53821624931226,2.7117464384606174,0.04040334518400404,35.117157501144575,1.2536887307053954,52.934755338650774,6590.551341385803,0.00819197958573041,74.24169729945613,0.3183482830690465,0.00014997244283055717,9.528983365700292,1.1173298633538482,0.3653093143362667,0.5135856525345154,6147.001967788021,3.6782487643877677,0.8687199421419604,0.7664675290443836,0.3176332414912354,2.2201129401161435,-0.6878510644927271,1.6760772084059727,184.69936909250947,3.431242523081349,2.831941545784622,1.3203055677058186,0.44970749419784306
99.55990781526606,7621.235610137651,0.016400691828594213,11268.298957863455,4762.967568443812,0.08920894235138084,0.0003335278641074801,1.2620980521387968,14.687987591199489,3.3548676151186614,7781.529409652103,5861.501842922478,20.26862732466913,0.05029713908830558,0.016718625775681003,0.03937157770141208,14.31769837363558,5.636574230070866,4040.771888315233,50.58645411617687,8488.368268596245,201.7346680960583,239.23218819910647,4024.7021930336396,0.07503724223623008,458.24193240707183,2.5647919832183783,0.06129305663097266,37.20778735583017,1.3462768047228464,52.934755338650774,7351.942955709406,0.009947488292847154,74.24169729945613,0.3595672315754621,0.00020000770663545047,8.467195054419815,1.0277191935783758,0.3653093143362667,0.4821933133288109,6147.001967788021,5.088467594749866,0.6846996074005582,0.4245368930148694,0.3176332414912354,2.2201129401161435,-0.6765008468673547,1.570475123783462,184.69936909250947,3.48454382456672,2.4141022682918236,1.4099125684089608,0.5342351255748192
99.19295312830181,7158.417107088964,0.015953640322642824,14840.510990356295,4426.401700281552,0.10728818728568507,0.0003512740748751941,1.6303567679996547,14.687987591199489,4.485869812550229,7299.721040069122,6049.197626935715,16.336621377162842,0.0445504749052198,0.021592518061415943,0.02938230487373385,15.883460386111945,5.000582593696937,4186.498408105857,37.55968047263323,5734.502784428543,177.5174667794941,123.60197043111404,4106.693525988704,0.06644410747358746,395.7978388589283,2.5909053161703515,0.05670257390274368,58.878538040907685,1.1920229983933868,52.934755338650774,6623.057827872813,0.009338918583955805,72.60565388889881,0.3183482830690465,0.0001626511147508005,8.467195054419815,0.912236727128413,0.3653093143362667,0.9459027887187088,6147.001967788021,5.088467594749866,0.7737653101105436,0.6307848604867092,0.3176332414912354,2.1523570745590703,-0.6271287465446055,2.391145869878502,454.35811528115215,3.389330642722129,2.85920230351923,1.3117053983551972,0.417306196725284
99.04413445772794,8193.924789223447,0.01651427436166154,15028.746255465361,4421.649008733542,0.08920894235138084,0.0003335278641074801,1.3076749691115124,23.03078517936141,3.3548676151186614,6847.528132506478,6049.197626935715,25.466800189264475,0.04821318781818612,0.020301505109081464,0.032375973562939864,21.490388404085362,5.636574230070866,5611.984459683486,40.85262348435929,5612.603317035105,188.38466818868642,128.67803580193058,4535.249947206004,0.05163984602964254,458.24193240707183,3.1238753053212083,0.037761458164791865,42.94933151278351,1.2377444958460355,55.33798041604065,6891.6456749644085,0.008006966190666757,71.06346493095175,0.3183482830690465,0.00015014533463834331,8.467195054419815,1.0211475108128758,0.3653093143362667,0.5945658181576999,6147.001967788021,5.025567279100386,0.8797888447660602,0.6725087404864603,0.40782688761850133,2.2201129401161435,-0.6515454821698534,1.4391764254485342,184.69936909250947,3.48454382456672,2.4002060335105986,1.4099125684089608,0.417306196725284
98.82883786763753,8193.924789223447,0.014261469066674233,14283.38468998027,4495.63514335774,0.08920894235138084,0.0003335278641074801,1.446244096561465,15.137992092605455,3.3548676151186614,6638.438808426577,6049.197626935715,25.466800189264475,0.04274308662562004,0.01745878533820681,0.02938230487373385,12.864976553535131,5.636574230070866,4155.995122502277,44.564380981774484,5612.603317035105,192.40248682654885,267.57922873545573,5510.76260745659,0.07156331088437501,407.25181610226076,1.9450583778991777,0.05061866474303095,45.687804257883286,1.2793413313248079,52.934755338650774,6382.965279876112,0.011682657212844443,74.24169729945613,0.3183482830690465,0.00020530518568957803,9.619360057765478,1.1229798010036105,0.3653093143362667,0.5493285819519245,6470.059487742096,2.8127869688801335,0.49291646236623554,0.6243001974781296,0.4321445876625887,2.202329255975182,-0.6651586621815483,2.310936155157116,367.25853812115065,3.48454382456672,2.806307768223043,1.4099125684089608,0.417306196725284
98.7864999049493,7636.642746732008,0.017807047923021888,11802.921990178409,4421.649008733542,0.0896599128879324,0.00036424017317613375,1.6674301489016372,18.220991757532623,3.3548676151186614,7391.256329782639,4512.205362280909,22.081743696011507,0.04458399532642456,0.019433415882532938,0.02938230487373385,14.04752914960469,5.207329887590428,5753.552028494619,47.82646549235912,6039.488221027259,113.2018500789958,291.7058782457409,4024.7021930336396,0.036774937183618434,458.24193240707183,2.7541858958574843,0.05371497284971811,55.02198390488743,1.3268815024231024,52.934755338650774,6540.2310181616795,0.008373667366584165,67.77248521520946,0.3183482830690465,0.00014358096326412372,8.467195054419815,0.988228614069995,0.40684244648977,0.5243333391131692,6926.609850127689,4.843808075076125,0.8228381687801426,0.47842477005931533,0.3176332414912354,1.9881773399828173,-0.6990833700232455,2.2908684894482167,355.38511517304744,3.48454382456672,2.85920230351923,1.4099125684089608,0.4890184791474685
98.63532703923595,8193.924789223447,0.017807047923021888,13569.969702166023,5673.546739106172,0.08920894235138084,0.0003335278641074801,1.1846674429110065,14.687987591199489,4.686769227885333,5561.844343664652,6049.197626935715,18.020866355034403,0.042903540529620775,0.021363803676988178,0.02938230487373385,10.874817903102572,5.636574230070866,4955.723094932429,59.20401016229806,7101.401602322082,159.23317847917127,348.10866636584865,5166.500651567763,0.04900104478660125,404.2510313174015,2.991591724473924,0.055513635926158836,39.92753453535633,1.1296605801731991,52.934755338650774,7045.94462709609,0.007751512460884978,65.85894258981638,0.3183482830690465,0.00018000838411842473,13.005718015993335,0.8580712068164431,0.3653093143362667,0.7711860465853588,6330.617092345015,4.091049872648378,0.7573258766221731,0.7267676799719992,0.3176332414912354,2.2201129401161435,-0.6990833700232455,2.295898977179372,198.7502456031964,3.48454382456672,2.85920230351923,1.2323313522353994,0.417306196725284
98.49423405008326,7296.826326032719,0.014218795125633739,15281.728320769109,4421.649008733542,0.09255180345733129,0.0003711571948841608,1.4301063137251424,14.687987591199489,3.7552686458424622,5701.805179444907,6049.197626935715,18.132578524491905,0.042310122845836476,0.01834793020584034,0.02938230487373385,16.71009331576311,5.593061824804259,5753.552028494619,45.39394472694335,9421.145356511895,176.14259649528412,302.24747711759426,4024.7021930336396,0.036774937183618434,458.24193240707183,1.8452897055973905,0.04117063956179278,47.45864055907797,1.0892643433048967,52.934755338650774,6241.250585244831,0.007751512460884978,63.055034743413415,0.3183482830690465,0.00020530518568957803,8.467195054419815,1.1589456154867082,0.3653093143362667,0.4821933133288109,9127.960963161764,4.673925243805494,0.6640655470249031,0.5537057307513961,0.3176332414912354,2.2201129401161435,-0.6990833700232455,2.184775588151255,184.69936909250947,2.9477013290544543,2.85920230351923,1.4099125684089608,0.417306196725284
98.00392878140829,7346.254476847003,0.014731572285408176,14284.8396444119,4551.706771464982,0.09674712364157186,0.0003335278641074801,1.7204485427862588,14.687987591199489,4.024771616612034,5518.46646228752,6049.197626935715,20.231959232910594,0.049294844746193986,0.020852256868841883,0.02938230487373385,17.6788177831496,5.636574230070866,5753.552028494619,33.34553458777796,5612.603317035105,192.67845424911164,251.65161966864457,4024.7021930336396,0.05535465317725863,458.24193240707183,3.7810735055137115,0.04593581135149614,42.56065291338111,1.1966358948111884,52.934755338650774,7146.524189626688,0.008921473894941388,74.24169729945613,0.3230825287993555,0.00017544703651080468,12.60242751732739,1.1075330987121028,0.3653093143362667,0.4821933133288109,6147.001967788021,4.119520137251306,0.5297248039455902,0.4717359600883625,0.4452184669734035,2.2201129401161435,-0.6990833700232455,2.077295443509005,184.69936909250947,3.48454382456672,2.85920230351923,1.2665929936839853,0.4368776823523615
